chr	start	end	gc	n_acgt
chr4	116000000	117000000	0.34327	1000000
chr4	117000000	118000000	0.35069	1000000
chr4	118000000	119000000	0.38354	1000000
chr4	119000000	120000000	0.37621	1000000
chr4	120000000	121000000	0.36697	1000000
chr4	121000000	122000000	0.38126	1000000
chr4	122000000	123000000	0.37761	1000000
chr4	123000000	124000000	0.38033	1000000
chr4	124000000	125000000	0.35940	1000000
chr4	125000000	126000000	0.35319	1000000
chr4	126000000	127000000	0.35196	1000000
chr4	127000000	128000000	0.37553	1000000
chr4	128000000	129000000	0.40210	1000000
chr4	129000000	130000000	0.36370	1000000
chr4	130000000	131000000	0.34823	1000000
chr4	131000000	132000000	0.35644	1000000
chr4	132000000	133000000	0.34476	1000000
chr4	133000000	134000000	0.34628	1000000
chr4	134000000	135000000	0.34479	1000000
chr4	135000000	136000000	0.34236	1000000
chr4	136000000	137000000	0.34866	1000000
chr4	137000000	138000000	0.35157	1000000
chr4	138000000	139000000	0.38747	1000000
chr4	139000000	140000000	0.41606	1000000
chr4	140000000	141000000	0.39976	1000000
chr4	141000000	142000000	0.37454	1000000
chr4	142000000	143000000	0.36622	1000000
chr4	143000000	144000000	0.38257	1000000
chr4	144000000	145000000	0.37291	1000000
chr4	145000000	146000000	0.39497	1000000
chr4	146000000	147000000	0.38233	1000000
chr4	147000000	148000000	0.39202	1000000
chr4	148000000	149000000	0.38281	1000000
chr4	149000000	150000000	0.36389	1000000
chr4	150000000	151000000	0.37194	1000000
chr4	151000000	152000000	0.41404	1000000
chr4	152000000	153000000	0.40403	1000000
chr4	153000000	154000000	0.41508	1000000
chr4	154000000	155000000	0.38415	1000000
chr4	155000000	156000000	0.37157	1000000
chr4	156000000	157000000	0.36018	1000000
chr4	157000000	158000000	0.35491	1000000
chr4	158000000	159000000	0.38472	1000000
chr4	159000000	160000000	0.38238	1000000
chr4	160000000	161000000	0.35123	1000000
chr4	161000000	162000000	0.34364	1000000
chr4	162000000	163000000	0.35189	1000000
chr4	163000000	164000000	0.36841	1000000
chr4	164000000	165000000	0.37422	1000000
chr4	165000000	166000000	0.38683	1000000
chr4	166000000	167000000	0.35087	1000000
chr4	167000000	168000000	0.35497	1000000
chr4	168000000	169000000	0.38355	1000000
chr4	169000000	170000000	0.39690	1000000
chr4	170000000	171000000	0.37123	1000000
chr4	171000000	172000000	0.35139	1000000
chr4	172000000	173000000	0.36531	1000000
chr4	173000000	174000000	0.38846	1000000
chr4	174000000	175000000	0.36302	1000000
chr4	175000000	176000000	0.35910	1000000
chr4	176000000	177000000	0.36740	1000000
chr4	177000000	178000000	0.37186	1000000
chr4	178000000	179000000	0.35100	1000000
chr4	179000000	180000000	0.35649	1000000
chr4	180000000	181000000	0.36261	1000000
chr4	181000000	182000000	0.38018	1000000
chr4	182000000	183000000	0.40337	1000000
chr4	183000000	184000000	0.42529	1000000
chr4	184000000	185000000	0.43666	1000000
chr4	185000000	186000000	0.41036	1000000
chr4	186000000	187000000	0.41872	1000000
chr4	187000000	188000000	0.38983	1000000
chr4	188000000	189000000	0.40056	1000000
chr4	189000000	190000000	0.40530	1000000
chr4	190000000	190214555	0.49512	154555
chr5	0	1000000	0.51795	990000
chr5	1000000	2000000	0.53648	1000000
chr5	2000000	3000000	0.45150	1000000
chr5	3000000	4000000	0.44050	1000000
chr5	4000000	5000000	0.39988	1000000
chr5	5000000	6000000	0.41950	1000000
chr5	6000000	7000000	0.44082	1000000
chr5	7000000	8000000	0.40574	1000000
chr5	8000000	9000000	0.38518	1000000
chr5	9000000	10000000	0.40438	1000000
chr5	10000000	11000000	0.44112	1000000
chr5	11000000	12000000	0.39029	1000000
chr5	12000000	13000000	0.35609	1000000
chr5	13000000	14000000	0.38096	1000000
chr5	14000000	15000000	0.43201	1000000
chr5	15000000	16000000	0.39242	1000000
chr5	16000000	17000000	0.41970	1000000
chr5	17000000	18000000	0.40768	950000
chr5	18000000	19000000	0.35641	1000000
chr5	19000000	20000000	0.34971	1000000
chr5	20000000	21000000	0.35150	1000000
chr5	21000000	22000000	0.35651	1000000
chr5	22000000	23000000	0.35402	1000000
chr5	23000000	24000000	0.35445	1000000
chr5	24000000	25000000	0.35097	1000000
chr5	25000000	26000000	0.34913	1000000
chr5	26000000	27000000	0.34932	1000000
chr5	27000000	28000000	0.34486	1000000
chr5	28000000	29000000	0.34892	1000000
chr5	29000000	30000000	0.34655	1000000
chr5	30000000	31000000	0.35628	1000000
chr5	31000000	32000000	0.41698	1000000
chr5	32000000	33000000	0.42200	1000000
chr5	33000000	34000000	0.39607	1000000
chr5	34000000	35000000	0.39888	1000000
chr5	35000000	36000000	0.39243	1000000
chr5	36000000	37000000	0.38868	1000000
chr5	37000000	38000000	0.40076	1000000
chr5	38000000	39000000	0.40807	1000000
chr5	39000000	40000000	0.37472	1000000
chr5	40000000	41000000	0.38346	1000000
chr5	41000000	42000000	0.37557	1000000
chr5	42000000	43000000	0.38359	1000000
chr5	43000000	44000000	0.40278	1000000
chr5	44000000	45000000	0.36408	1000000
chr5	45000000	46000000	0.35705	1000000
chr5	46000000	47000000	0.37649	949300
chr5	47000000	48000000	0.38931	986867
chr5	48000000	49000000	0.39212	1000000
chr5	49000000	50000000	0.39272	962952
chr5	50000000	51000000	0.37489	950000
chr5	51000000	52000000	0.35545	1000000
chr5	52000000	53000000	0.35901	1000000
chr5	53000000	54000000	0.38650	1000000
chr5	54000000	55000000	0.40298	1000000
chr5	55000000	56000000	0.39713	1000000
chr5	56000000	57000000	0.41363	1000000
chr5	57000000	58000000	0.39691	1000000
chr5	58000000	59000000	0.38274	1000000
chr5	59000000	60000000	0.37313	1000000
chr5	60000000	61000000	0.38157	1000000
chr5	61000000	62000000	0.39920	1000000
chr5	62000000	63000000	0.39684	1000000
chr5	63000000	64000000	0.36395	1000000
chr5	64000000	65000000	0.37236	1000000
chr5	65000000	66000000	0.38299	1000000
chr5	66000000	67000000	0.39278	1000000
chr5	67000000	68000000	0.38579	1000000
chr5	68000000	69000000	0.40236	1000000
chr5	69000000	70000000	0.40421	1000000
chr5	70000000	71000000	0.38650	1000000
chr5	71000000	72000000	0.39730	1000000
chr5	72000000	73000000	0.40405	1000000
chr5	73000000	74000000	0.40938	1000000
chr5	74000000	75000000	0.40800	1000000
chr5	75000000	76000000	0.38748	1000000
chr5	76000000	77000000	0.41818	1000000
chr5	77000000	78000000	0.40351	1000000
chr5	78000000	79000000	0.39831	1000000
chr5	79000000	80000000	0.40396	1000000
chr5	80000000	81000000	0.40979	1000000
chr5	81000000	82000000	0.39209	1000000
chr5	82000000	83000000	0.38531	1000000
chr5	83000000	84000000	0.36490	1000000
chr5	84000000	85000000	0.35148	1000000
chr5	85000000	86000000	0.34274	1000000
chr5	86000000	87000000	0.35440	1000000
chr5	87000000	88000000	0.36517	1000000
chr5	88000000	89000000	0.37023	1000000
chr5	89000000	90000000	0.35856	1000000
chr5	90000000	91000000	0.37021	1000000
chr5	91000000	92000000	0.37230	1000000
chr5	92000000	93000000	0.34899	1000000
chr5	93000000	94000000	0.37279	1000000
chr5	94000000	95000000	0.36789	1000000
chr5	95000000	96000000	0.38510	1000000
chr5	96000000	97000000	0.38744	1000000
chr5	97000000	98000000	0.37239	1000000
chr5	98000000	99000000	0.37239	1000000
chr5	99000000	100000000	0.36010	1000000
chr5	100000000	101000000	0.35813	1000000
chr5	101000000	102000000	0.34972	1000000
chr5	102000000	103000000	0.36347	1000000
chr5	103000000	104000000	0.36744	1000000
chr5	104000000	105000000	0.34896	1000000
chr5	105000000	106000000	0.34122	1000000
chr5	106000000	107000000	0.34808	1000000
chr5	107000000	108000000	0.37587	1000000
chr5	108000000	109000000	0.37055	1000000
chr5	109000000	110000000	0.38041	1000000
chr5	110000000	111000000	0.36920	1000000
chr5	111000000	112000000	0.37902	1000000
chr5	112000000	113000000	0.39564	1000000
chr5	113000000	114000000	0.39787	1000000
chr5	114000000	115000000	0.37925	1000000
chr5	115000000	116000000	0.38895	1000000
chr5	116000000	117000000	0.39009	1000000
chr5	117000000	118000000	0.35975	1000000
chr5	118000000	119000000	0.37095	1000000
chr5	119000000	120000000	0.38175	1000000
chr5	120000000	121000000	0.35712	1000000
chr5	121000000	122000000	0.35258	1000000
chr5	122000000	123000000	0.38738	1000000
chr5	123000000	124000000	0.37948	1000000
chr5	124000000	125000000	0.39341	1000000
chr5	125000000	126000000	0.36850	1000000
chr5	126000000	127000000	0.40552	1000000
chr5	127000000	128000000	0.38923	1000000
chr5	128000000	129000000	0.37217	1000000
chr5	129000000	130000000	0.36080	1000000
chr5	130000000	131000000	0.36700	1000000
chr5	131000000	132000000	0.39240	1000000
chr5	132000000	133000000	0.44542	1000000
chr5	133000000	134000000	0.45791	1000000
chr5	134000000	135000000	0.44925	1000000
chr5	135000000	136000000	0.45722	1000000
chr5	136000000	137000000	0.40819	1000000
chr5	137000000	138000000	0.41930	1000000
chr5	138000000	139000000	0.44848	1000000
chr5	139000000	140000000	0.47415	999000
chr5	140000000	141000000	0.42261	1000000
chr5	141000000	142000000	0.44551	1000000
chr5	142000000	143000000	0.44113	1000000
chr5	143000000	144000000	0.39699	1000000
chr5	144000000	145000000	0.37304	1000000
chr5	145000000	146000000	0.38318	1000000
chr5	146000000	147000000	0.40243	1000000
chr5	147000000	148000000	0.38895	1000000
chr5	148000000	149000000	0.38444	1000000
chr5	149000000	150000000	0.44981	1000000
chr5	150000000	151000000	0.46943	1000000
chr5	151000000	152000000	0.44486	1000000
chr5	152000000	153000000	0.38582	1000000
chr5	153000000	154000000	0.39841	1000000
chr5	154000000	155000000	0.44260	1000000
chr5	155000000	156000000	0.39661	999000
chr5	156000000	157000000	0.38853	1000000
chr5	157000000	158000000	0.42917	1000000
chr5	158000000	159000000	0.40388	1000000
chr5	159000000	160000000	0.41374	1000000
chr5	160000000	161000000	0.42423	1000000
chr5	161000000	162000000	0.36251	1000000
chr5	162000000	163000000	0.36343	1000000
chr5	163000000	164000000	0.37844	1000000
chr5	164000000	165000000	0.35626	1000000
chr5	165000000	166000000	0.36093	1000000
chr5	166000000	167000000	0.37833	1000000
chr5	167000000	168000000	0.38818	1000000
chr5	168000000	169000000	0.44765	1000000
chr5	169000000	170000000	0.42130	1000000
chr5	170000000	171000000	0.44142	1000000
chr5	171000000	172000000	0.43091	1000000
chr5	172000000	173000000	0.47841	1000000
chr5	173000000	174000000	0.44989	1000000
chr5	174000000	175000000	0.43809	1000000
chr5	175000000	176000000	0.44307	1000000
chr5	176000000	177000000	0.48138	1000000
chr5	177000000	178000000	0.47861	1000000
chr5	178000000	179000000	0.48026	1000000
chr5	179000000	180000000	0.49439	1000000
chr5	180000000	181000000	0.46331	1000000
chr5	181000000	181538259	0.45846	478259
chr6	0	1000000	0.43044	940000
chr6	1000000	2000000	0.44089	1000000
chr6	2000000	3000000	0.42106	1000000
chr6	3000000	4000000	0.45771	1000000
chr6	4000000	5000000	0.42237	1000000
chr6	5000000	6000000	0.42841	1000000
chr6	6000000	7000000	0.42822	1000000
chr6	7000000	8000000	0.43680	1000000
chr6	8000000	9000000	0.38468	1000000
chr6	9000000	10000000	0.37363	1000000
chr6	10000000	11000000	0.42046	1000000
chr6	11000000	12000000	0.41271	1000000
chr6	12000000	13000000	0.39749	1000000
chr6	13000000	14000000	0.42137	1000000
chr6	14000000	15000000	0.43519	1000000
chr6	15000000	16000000	0.43178	1000000
chr6	16000000	17000000	0.41961	1000000
chr6	17000000	18000000	0.41622	1000000
chr6	18000000	19000000	0.39663	1000000
chr6	19000000	20000000	0.38621	1000000
chr6	20000000	21000000	0.40156	1000000
chr6	21000000	22000000	0.41545	1000000
chr6	22000000	23000000	0.37704	1000000
chr6	23000000	24000000	0.37053	1000000
chr6	24000000	25000000	0.40750	1000000
chr6	25000000	26000000	0.39564	1000000
chr6	26000000	27000000	0.41272	1000000
chr6	27000000	28000000	0.41072	1000000
chr6	28000000	29000000	0.41182	1000000
chr6	29000000	30000000	0.41605	1000000
chr6	30000000	31000000	0.45767	1000000
chr6	31000000	32000000	0.48329	1000000
chr6	32000000	33000000	0.43669	1000000
chr6	33000000	34000000	0.49692	1000000
chr6	34000000	35000000	0.47114	1000000
chr6	35000000	36000000	0.46118	1000000
chr6	36000000	37000000	0.45936	1000000
chr6	37000000	38000000	0.45890	1000000
chr6	38000000	39000000	0.40221	1000000
chr6	39000000	40000000	0.44094	1000000
chr6	40000000	41000000	0.45250	1000000
chr6	41000000	42000000	0.47083	1000000
chr6	42000000	43000000	0.45433	1000000
chr6	43000000	44000000	0.49168	1000000
chr6	44000000	45000000	0.45210	1000000
chr6	45000000	46000000	0.39496	1000000
chr6	46000000	47000000	0.39343	1000000
chr6	47000000	48000000	0.38892	1000000
chr6	48000000	49000000	0.35663	1000000
chr6	49000000	50000000	0.36247	1000000
chr6	50000000	51000000	0.36613	1000000
chr6	51000000	52000000	0.37607	1000000
chr6	52000000	53000000	0.41910	1000000
chr6	53000000	54000000	0.40607	1000000
chr6	54000000	55000000	0.36133	1000000
chr6	55000000	56000000	0.35276	1000000
chr6	56000000	57000000	0.37689	1000000
chr6	57000000	58000000	0.38125	1000000
chr6	58000000	59000000	0.38580	900000
chr6	59000000	60000000	0.39920	829734
chr6	60000000	61000000	0.37227	770066
chr6	61000000	62000000	0.36247	992744
chr6	62000000	63000000	0.35262	1000000
chr6	63000000	64000000	0.38083	1000000
chr6	64000000	65000000	0.35137	1000000
chr6	65000000	66000000	0.34315	1000000
chr6	66000000	67000000	0.34717	1000000
chr6	67000000	68000000	0.34152	1000000
chr6	68000000	69000000	0.35054	1000000
chr6	69000000	70000000	0.36183	1000000
chr6	70000000	71000000	0.38194	1000000
chr6	71000000	72000000	0.37361	1000000
chr6	72000000	73000000	0.36382	1000000
chr6	73000000	74000000	0.41161	1000000
chr6	74000000	75000000	0.36502	1000000
chr6	75000000	76000000	0.38033	1000000
chr6	76000000	77000000	0.36716	1000000
chr6	77000000	78000000	0.36283	1000000
chr6	78000000	79000000	0.36737	1000000
chr6	79000000	80000000	0.37697	1000000
chr6	80000000	81000000	0.36462	1000000
chr6	81000000	82000000	0.36185	1000000
chr6	82000000	83000000	0.38090	1000000
chr6	83000000	84000000	0.37526	1000000
chr6	84000000	85000000	0.38205	1000000
chr6	85000000	86000000	0.39598	1000000
chr6	86000000	87000000	0.38342	1000000
chr6	87000000	88000000	0.39679	1000000
chr6	88000000	89000000	0.38597	1000000
chr6	89000000	90000000	0.42626	1000000
chr6	90000000	91000000	0.39194	1000000
chr6	91000000	92000000	0.36116	1000000
chr6	92000000	93000000	0.35123	1000000
chr6	93000000	94000000	0.34673	1000000
chr6	94000000	95000000	0.34449	1000000
chr6	95000000	96000000	0.34876	950000
chr6	96000000	97000000	0.36992	1000000
chr6	97000000	98000000	0.35866	1000000
chr6	98000000	99000000	0.36873	1000000
chr6	99000000	100000000	0.39343	1000000
chr6	100000000	101000000	0.36411	1000000
chr6	101000000	102000000	0.35124	1000000
chr6	102000000	103000000	0.34203	1000000
chr6	103000000	104000000	0.34751	1000000
chr6	104000000	105000000	0.37512	1000000
chr6	105000000	106000000	0.40006	1000000
chr6	106000000	107000000	0.40973	1000000
chr6	107000000	108000000	0.42194	1000000
chr6	108000000	109000000	0.41971	1000000
chr6	109000000	110000000	0.40638	1000000
chr6	110000000	111000000	0.40880	1000000
chr6	111000000	112000000	0.40972	1000000
chr6	112000000	113000000	0.37605	1000000
chr6	113000000	114000000	0.37712	1000000
chr6	114000000	115000000	0.36678	1000000
chr6	115000000	116000000	0.36372	999999
chr6	116000000	117000000	0.37218	1000000
chr6	117000000	118000000	0.38483	1000000
chr6	118000000	119000000	0.38890	1000000
chr6	119000000	120000000	0.37570	1000000
chr6	120000000	121000000	0.35060	1000000
chr6	121000000	122000000	0.36994	1000000
chr6	122000000	123000000	0.37027	1000000
chr6	123000000	124000000	0.35741	1000000
chr6	124000000	125000000	0.36401	1000000
chr6	125000000	126000000	0.38981	1000000
chr6	126000000	127000000	0.36437	1000000
chr6	127000000	128000000	0.36659	1000000
chr6	128000000	129000000	0.35887	1000000
chr6	129000000	130000000	0.36936	1000000
chr6	130000000	131000000	0.38656	1000000
chr6	131000000	132000000	0.38936	1000000
chr6	132000000	133000000	0.37824	1000000
chr6	133000000	134000000	0.37674	1000000
chr6	134000000	135000000	0.40855	1000000
chr6	135000000	136000000	0.37812	1000000
chr6	136000000	137000000	0.39796	1000000
chr6	137000000	138000000	0.40099	1000000
chr6	138000000	139000000	0.40842	1000000
chr6	139000000	140000000	0.39665	1000000
chr6	140000000	141000000	0.35423	1000000
chr6	141000000	142000000	0.35406	1000000
chr6	142000000	143000000	0.37827	1000000
chr6	143000000	144000000	0.39614	1000000
chr6	144000000	145000000	0.38942	1000000
chr6	145000000	146000000	0.37497	1000000
chr6	146000000	147000000	0.37131	1000000
chr6	147000000	148000000	0.37995	1000000
chr6	148000000	149000000	0.41493	1000000
chr6	149000000	150000000	0.42367	1000000
chr6	150000000	151000000	0.43655	1000000
chr6	151000000	152000000	0.41558	1000000
chr6	152000000	153000000	0.38305	1000000
chr6	153000000	154000000	0.36760	1000000
chr6	154000000	155000000	0.40887	1000000
chr6	155000000	156000000	0.39387	1000000
chr6	156000000	157000000	0.40544	1000000
chr6	157000000	158000000	0.44167	1000000
chr6	158000000	159000000	0.44700	1000000
chr6	159000000	160000000	0.43175	1000000
chr6	160000000	161000000	0.41992	1000000
chr6	161000000	162000000	0.41923	1000000
chr6	162000000	163000000	0.38726	1000000
chr6	163000000	164000000	0.41757	1000000
chr6	164000000	165000000	0.38384	1000000
chr6	165000000	166000000	0.40664	1000000
chr6	166000000	167000000	0.44983	1000000
chr6	167000000	168000000	0.45579	950000
chr6	168000000	169000000	0.47482	1000000
chr6	169000000	170000000	0.44685	1000000
chr6	170000000	170805979	0.47201	745979
chr7	0	1000000	0.54874	987604
chr7	1000000	2000000	0.56319	1000000
chr7	2000000	3000000	0.52901	1000000
chr7	3000000	4000000	0.42332	1000000
chr7	4000000	5000000	0.48373	1000000
chr7	5000000	6000000	0.49859	1000000
chr7	6000000	7000000	0.47863	1000000
chr7	7000000	8000000	0.38306	1000000
chr7	8000000	9000000	0.37514	1000000
chr7	9000000	10000000	0.34865	1000000
chr7	10000000	11000000	0.36556	1000000
chr7	11000000	12000000	0.35584	1000000
chr7	12000000	13000000	0.36867	1000000
chr7	13000000	14000000	0.35746	1000000
chr7	14000000	15000000	0.35245	1000000
chr7	15000000	16000000	0.35552	1000000
chr7	16000000	17000000	0.37643	1000000
chr7	17000000	18000000	0.37086	1000000
chr7	18000000	19000000	0.36285	1000000
chr7	19000000	20000000	0.36210	1000000
chr7	20000000	21000000	0.37637	1000000
chr7	21000000	22000000	0.39076	1000000
chr7	22000000	23000000	0.40838	1000000
chr7	23000000	24000000	0.40762	1000000
chr7	24000000	25000000	0.40059	1000000
chr7	25000000	26000000	0.41072	1000000
chr7	26000000	27000000	0.40942	1000000
chr7	27000000	28000000	0.42031	1000000
chr7	28000000	29000000	0.40734	1000000
chr7	29000000	30000000	0.41504	1000000
chr7	30000000	31000000	0.44215	1000000
chr7	31000000	32000000	0.40579	1000000
chr7	32000000	33000000	0.41282	1000000
chr7	33000000	34000000	0.39451	1000000
chr7	34000000	35000000	0.39265	1000000
chr7	35000000	36000000	0.40016	1000000
chr7	36000000	37000000	0.42437	1000000
chr7	37000000	38000000	0.39979	1000000
chr7	38000000	39000000	0.38904	1000000
chr7	39000000	40000000	0.40565	1000000
chr7	40000000	41000000	0.38947	1000000
chr7	41000000	42000000	0.39873	1000000
chr7	42000000	43000000	0.39913	1000000
chr7	43000000	44000000	0.42530	1000000
chr7	44000000	45000000	0.48737	1000000
chr7	45000000	46000000	0.44852	1000000
chr7	46000000	47000000	0.38800	1000000
chr7	47000000	48000000	0.45078	1000000
chr7	48000000	49000000	0.39012	1000000
chr7	49000000	50000000	0.37186	1000000
chr7	50000000	51000000	0.42291	1000000
chr7	51000000	52000000	0.41817	1000000
chr7	52000000	53000000	0.37201	1000000
chr7	53000000	54000000	0.36299	1000000
chr7	54000000	55000000	0.38144	1000000
chr7	55000000	56000000	0.44350	1000000
chr7	56000000	57000000	0.44813	1000000
chr7	57000000	58000000	0.41939	1000000
chr7	58000000	59000000	0.38656	949700
chr7	59000000	60000000	0.38945	999900
chr7	60000000	61000000	0.38619	949900
chr7	61000000	62000000	0.36829	873162
chr7	62000000	63000000	0.36788	923896
chr7	63000000	64000000	0.43593	1000000
chr7	64000000	65000000	0.41027	1000000
chr7	65000000	66000000	0.41626	1000000
chr7	66000000	67000000	0.45430	1000000
chr7	67000000	68000000	0.43995	1000000
chr7	68000000	69000000	0.43272	1000000
chr7	69000000	70000000	0.42362	1000000
chr7	70000000	71000000	0.42008	1000000
chr7	71000000	72000000	0.44161	1000000
chr7	72000000	73000000	0.43729	1000000
chr7	73000000	74000000	0.49234	1000000
chr7	74000000	75000000	0.49910	1000000
chr7	75000000	76000000	0.48683	1000000
chr7	76000000	77000000	0.45154	1000000
chr7	77000000	78000000	0.40120	1000000
chr7	78000000	79000000	0.37499	1000000
chr7	79000000	80000000	0.35412	1000000
chr7	80000000	81000000	0.36532	1000000
chr7	81000000	82000000	0.35742	1000000
chr7	82000000	83000000	0.35495	1000000
chr7	83000000	84000000	0.35040	1000000
chr7	84000000	85000000	0.34520	1000000
chr7	85000000	86000000	0.34414	1000000
chr7	86000000	87000000	0.35821	1000000
chr7	87000000	88000000	0.37692	1000000
chr7	88000000	89000000	0.36401	1000000
chr7	89000000	90000000	0.35678	1000000
chr7	90000000	91000000	0.37761	1000000
chr7	91000000	92000000	0.38855	1000000
chr7	92000000	93000000	0.38364	1000000
chr7	93000000	94000000	0.36484	1000000
chr7	94000000	95000000	0.37126	1000000
chr7	95000000	96000000	0.37904	1000000
chr7	96000000	97000000	0.38661	1000000
chr7	97000000	98000000	0.40130	1000000
chr7	98000000	99000000	0.47515	1000000
chr7	99000000	100000000	0.45399	1000000
chr7	100000000	101000000	0.51233	1000000
chr7	101000000	102000000	0.50227	1000000
chr7	102000000	103000000	0.47282	1000000
chr7	103000000	104000000	0.38553	1000000
chr7	104000000	105000000	0.39700	1000000
chr7	105000000	106000000	0.42749	1000000
chr7	106000000	107000000	0.40918	1000000
chr7	107000000	108000000	0.38675	1000000
chr7	108000000	109000000	0.38914	1000000
chr7	109000000	110000000	0.35300	1000000
chr7	110000000	111000000	0.36295	1000000
chr7	111000000	112000000	0.37534	1000000
chr7	112000000	113000000	0.38342	1000000
chr7	113000000	114000000	0.36255	1000000
chr7	114000000	115000000	0.35724	1000000
chr7	115000000	116000000	0.35261	1000000
chr7	116000000	117000000	0.38309	1000000
chr7	117000000	118000000	0.38072	1000000
chr7	118000000	119000000	0.35437	1000000
chr7	119000000	120000000	0.34439	1000000
chr7	120000000	121000000	0.35840	1000000
chr7	121000000	122000000	0.36860	1000000
chr7	122000000	123000000	0.36946	1000000
chr7	123000000	124000000	0.37068	1000000
chr7	124000000	125000000	0.36374	1000000
chr7	125000000	126000000	0.35221	1000000
chr7	126000000	127000000	0.35933	1000000
chr7	127000000	128000000	0.40187	1000000
chr7	128000000	129000000	0.47419	1000000
chr7	129000000	130000000	0.43667	1000000
chr7	130000000	131000000	0.42195	1000000
chr7	131000000	132000000	0.42987	1000000
chr7	132000000	133000000	0.44533	1000000
chr7	133000000	134000000	0.38805	1000000
chr7	134000000	135000000	0.41067	1000000
chr7	135000000	136000000	0.41213	1000000
chr7	136000000	137000000	0.37403	1000000
chr7	137000000	138000000	0.38797	1000000
chr7	138000000	139000000	0.42319	1000000
chr7	139000000	140000000	0.43811	1000000
chr7	140000000	141000000	0.43783	1000000
chr7	141000000	142000000	0.41700	1000000
chr7	142000000	143000000	0.41888	1000000
chr7	143000000	144000000	0.41211	950000
chr7	144000000	145000000	0.38968	1000000
chr7	145000000	146000000	0.36129	1000000
chr7	146000000	147000000	0.35930	1000000
chr7	147000000	148000000	0.37264	1000000
chr7	148000000	149000000	0.42244	1000000
chr7	149000000	150000000	0.47057	1000000
chr7	150000000	151000000	0.44501	1000000
chr7	151000000	152000000	0.49771	1000000
chr7	152000000	153000000	0.42906	1000000
chr7	153000000	154000000	0.41500	1000000
chr7	154000000	155000000	0.43858	999996
chr7	155000000	156000000	0.48087	1000000
chr7	156000000	157000000	0.43832	1000000
chr7	157000000	158000000	0.50070	1000000
chr7	158000000	159000000	0.48262	1000000
chr7	159000000	159345973	0.45405	335973
chr8	0	1000000	0.45758	940000
chr8	1000000	2000000	0.48396	1000000
chr8	2000000	3000000	0.42139	1000000
chr8	3000000	4000000	0.39093	1000000
chr8	4000000	5000000	0.37872	1000000
chr8	5000000	6000000	0.37766	1000000
chr8	6000000	7000000	0.43070	1000000
chr8	7000000	8000000	0.45201	950000
chr8	8000000	9000000	0.43708	1000000
chr8	9000000	10000000	0.41857	1000000
chr8	10000000	11000000	0.45314	1000000
chr8	11000000	12000000	0.45911	1000000
chr8	12000000	13000000	0.42883	950000
chr8	13000000	14000000	0.37987	1000000
chr8	14000000	15000000	0.35030	1000000
chr8	15000000	16000000	0.37195	1000000
chr8	16000000	17000000	0.36326	1000000
chr8	17000000	18000000	0.39308	1000000
chr8	18000000	19000000	0.39519	1000000
chr8	19000000	20000000	0.41381	1000000
chr8	20000000	21000000	0.43461	1000000
chr8	21000000	22000000	0.45200	1000000
chr8	22000000	23000000	0.49065	1000000
chr8	23000000	24000000	0.44351	1000000
chr8	24000000	25000000	0.37814	1000000
chr8	25000000	26000000	0.41157	1000000
chr8	26000000	27000000	0.42202	1000000
chr8	27000000	28000000	0.44352	1000000
chr8	28000000	29000000	0.42344	1000000
chr8	29000000	30000000	0.42451	1000000
chr8	30000000	31000000	0.42072	1000000
chr8	31000000	32000000	0.37833	1000000
chr8	32000000	33000000	0.38173	1000000
chr8	33000000	34000000	0.40938	1000000
chr8	34000000	35000000	0.37575	1000000
chr8	35000000	36000000	0.38291	1000000
chr8	36000000	37000000	0.38347	1000000
chr8	37000000	38000000	0.45092	1000000
chr8	38000000	39000000	0.44487	1000000
chr8	39000000	40000000	0.36746	1000000
chr8	40000000	41000000	0.40599	1000000
chr8	41000000	42000000	0.45290	1000000
chr8	42000000	43000000	0.43928	1000000
chr8	43000000	44000000	0.39874	983744
chr8	44000000	45000000	0.39112	966156
chr8	45000000	46000000	0.39015	949600
chr8	46000000	47000000	0.44252	1000000
chr8	47000000	48000000	0.41461	1000000
chr8	48000000	49000000	0.42875	1000000
chr8	49000000	50000000	0.36923	1000000
chr8	50000000	51000000	0.35682	1000000
chr8	51000000	52000000	0.38013	1000000
chr8	52000000	53000000	0.39787	1000000
chr8	53000000	54000000	0.40204	1000000
chr8	54000000	55000000	0.40372	1000000
chr8	55000000	56000000	0.40693	1000000
chr8	56000000	57000000	0.39715	1000000
chr8	57000000	58000000	0.39303	1000000
chr8	58000000	59000000	0.38786	1000000
chr8	59000000	60000000	0.36450	1000000
chr8	60000000	61000000	0.40395	1000000
chr8	61000000	62000000	0.39269	1000000
chr8	62000000	63000000	0.37322	1000000
chr8	63000000	64000000	0.37924	1000000
chr8	64000000	65000000	0.37144	1000000
chr8	65000000	66000000	0.39359	1000000
chr8	66000000	67000000	0.40931	1000000
chr8	67000000	68000000	0.39375	1000000
chr8	68000000	69000000	0.36939	1000000
chr8	69000000	70000000	0.39576	1000000
chr8	70000000	71000000	0.39351	1000000
chr8	71000000	72000000	0.38188	1000000
chr8	72000000	73000000	0.38543	1000000
chr8	73000000	74000000	0.40477	1000000
chr8	74000000	75000000	0.38563	1000000
chr8	75000000	76000000	0.35497	1000000
chr8	76000000	77000000	0.35467	1000000
chr8	77000000	78000000	0.34619	1000000
chr8	78000000	79000000	0.35332	1000000
